{Epoch: 0} loss: 0.692621, binary_accuracy: 0.519498, val_loss: 0.692557, val_binary_accuracy: 0.509247
{Epoch: 66} loss: 0.677711, binary_accuracy: 0.560806, val_loss: 0.671613, val_binary_accuracy: 0.647292
{Epoch: 67} loss: 0.676004, binary_accuracy: 0.571051, val_loss: 0.670765, val_binary_accuracy: 0.647952
{Epoch: 68} loss: 0.676664, binary_accuracy: 0.573529, val_loss: 0.670023, val_binary_accuracy: 0.649273
{Epoch: 69} loss: 0.675112, binary_accuracy: 0.576173, val_loss: 0.669229, val_binary_accuracy: 0.651255
{Epoch: 70} loss: 0.675155, binary_accuracy: 0.575512, val_loss: 0.668404, val_binary_accuracy: 0.652576
{Epoch: 71} loss: 0.674426, binary_accuracy: 0.567250, val_loss: 0.667689, val_binary_accuracy: 0.654557
{Epoch: 72} loss: 0.672674, binary_accuracy: 0.575512, val_loss: 0.666730, val_binary_accuracy: 0.654557
{Epoch: 73} loss: 0.671895, binary_accuracy: 0.580469, val_loss: 0.665917, val_binary_accuracy: 0.659841
{Epoch: 74} loss: 0.671902, binary_accuracy: 0.585592, val_loss: 0.665004, val_binary_accuracy: 0.659841
{Epoch: 75} loss: 0.671177, binary_accuracy: 0.583443, val_loss: 0.664117, val_binary_accuracy: 0.666447
{Epoch: 76} loss: 0.671228, binary_accuracy: 0.578982, val_loss: 0.663229, val_binary_accuracy: 0.669088
{Epoch: 77} loss: 0.672308, binary_accuracy: 0.574190, val_loss: 0.662399, val_binary_accuracy: 0.671731
{Epoch: 78} loss: 0.668598, binary_accuracy: 0.586748, val_loss: 0.661393, val_binary_accuracy: 0.671070
{Epoch: 79} loss: 0.668600, binary_accuracy: 0.576999, val_loss: 0.660392, val_binary_accuracy: 0.671731
{Epoch: 80} loss: 0.668099, binary_accuracy: 0.588896, val_loss: 0.659528, val_binary_accuracy: 0.673052
{Epoch: 81} loss: 0.668627, binary_accuracy: 0.594184, val_loss: 0.658635, val_binary_accuracy: 0.674372
{Epoch: 82} loss: 0.668217, binary_accuracy: 0.589061, val_loss: 0.657593, val_binary_accuracy: 0.675033
{Epoch: 83} loss: 0.665777, binary_accuracy: 0.591044, val_loss: 0.656671, val_binary_accuracy: 0.676354
{Epoch: 84} loss: 0.665547, binary_accuracy: 0.594349, val_loss: 0.655666, val_binary_accuracy: 0.677015
{Epoch: 85} loss: 0.667305, binary_accuracy: 0.592697, val_loss: 0.654901, val_binary_accuracy: 0.678336
{Epoch: 86} loss: 0.664035, binary_accuracy: 0.604098, val_loss: 0.653883, val_binary_accuracy: 0.677015
{Epoch: 87} loss: 0.662446, binary_accuracy: 0.603437, val_loss: 0.652790, val_binary_accuracy: 0.679657
{Epoch: 88} loss: 0.664408, binary_accuracy: 0.596001, val_loss: 0.651980, val_binary_accuracy: 0.678996
{Epoch: 89} loss: 0.660486, binary_accuracy: 0.608724, val_loss: 0.650916, val_binary_accuracy: 0.682299
{Epoch: 90} loss: 0.660776, binary_accuracy: 0.597488, val_loss: 0.649947, val_binary_accuracy: 0.682959
{Epoch: 91} loss: 0.662232, binary_accuracy: 0.602280, val_loss: 0.649191, val_binary_accuracy: 0.682299
{Epoch: 92} loss: 0.664235, binary_accuracy: 0.591870, val_loss: 0.648589, val_binary_accuracy: 0.682299
{Epoch: 93} loss: 0.660088, binary_accuracy: 0.605420, val_loss: 0.647643, val_binary_accuracy: 0.680317
{Epoch: 94} loss: 0.660420, binary_accuracy: 0.598315, val_loss: 0.646817, val_binary_accuracy: 0.679657
{Epoch: 95} loss: 0.657008, binary_accuracy: 0.609220, val_loss: 0.645586, val_binary_accuracy: 0.682959
{Epoch: 96} loss: 0.659997, binary_accuracy: 0.612690, val_loss: 0.644902, val_binary_accuracy: 0.682959
{Epoch: 97} loss: 0.656107, binary_accuracy: 0.620291, val_loss: 0.643887, val_binary_accuracy: 0.683620
{Epoch: 98} loss: 0.655274, binary_accuracy: 0.612360, val_loss: 0.642899, val_binary_accuracy: 0.684280
{Epoch: 99} loss: 0.657072, binary_accuracy: 0.618308, val_loss: 0.642080, val_binary_accuracy: 0.683620
{Epoch: 100} loss: 0.656174, binary_accuracy: 0.612029, val_loss: 0.641179, val_binary_accuracy: 0.682299
{Epoch: 101} loss: 0.653536, binary_accuracy: 0.622769, val_loss: 0.640245, val_binary_accuracy: 0.682299
{Epoch: 102} loss: 0.656505, binary_accuracy: 0.617977, val_loss: 0.639519, val_binary_accuracy: 0.679657
{Epoch: 103} loss: 0.652034, binary_accuracy: 0.621943, val_loss: 0.638687, val_binary_accuracy: 0.679657
{Epoch: 104} loss: 0.651471, binary_accuracy: 0.624587, val_loss: 0.637709, val_binary_accuracy: 0.678996
{Epoch: 105} loss: 0.652928, binary_accuracy: 0.619299, val_loss: 0.636921, val_binary_accuracy: 0.678996
{Epoch: 106} loss: 0.652215, binary_accuracy: 0.630370, val_loss: 0.636295, val_binary_accuracy: 0.679657
{Epoch: 107} loss: 0.652767, binary_accuracy: 0.628057, val_loss: 0.635643, val_binary_accuracy: 0.680317
{Epoch: 108} loss: 0.653438, binary_accuracy: 0.624256, val_loss: 0.634887, val_binary_accuracy: 0.682299
{Epoch: 109} loss: 0.648024, binary_accuracy: 0.634336, val_loss: 0.633980, val_binary_accuracy: 0.682299
{Epoch: 110} loss: 0.647688, binary_accuracy: 0.633840, val_loss: 0.633005, val_binary_accuracy: 0.683620
{Epoch: 111} loss: 0.644685, binary_accuracy: 0.633840, val_loss: 0.632131, val_binary_accuracy: 0.683620
{Epoch: 112} loss: 0.646675, binary_accuracy: 0.649207, val_loss: 0.631194, val_binary_accuracy: 0.683620
{Epoch: 113} loss: 0.648594, binary_accuracy: 0.636814, val_loss: 0.630481, val_binary_accuracy: 0.685601
{Epoch: 114} loss: 0.647062, binary_accuracy: 0.629544, val_loss: 0.629930, val_binary_accuracy: 0.686262
{Epoch: 115} loss: 0.649648, binary_accuracy: 0.633344, val_loss: 0.629475, val_binary_accuracy: 0.688243
{Epoch: 116} loss: 0.647115, binary_accuracy: 0.634831, val_loss: 0.628901, val_binary_accuracy: 0.686262
{Epoch: 117} loss: 0.645327, binary_accuracy: 0.642928, val_loss: 0.628179, val_binary_accuracy: 0.688243
{Epoch: 118} loss: 0.644689, binary_accuracy: 0.644911, val_loss: 0.627440, val_binary_accuracy: 0.688243
{Epoch: 119} loss: 0.646692, binary_accuracy: 0.637310, val_loss: 0.627167, val_binary_accuracy: 0.688904
{Epoch: 120} loss: 0.647006, binary_accuracy: 0.634666, val_loss: 0.626682, val_binary_accuracy: 0.688243
{Epoch: 121} loss: 0.645682, binary_accuracy: 0.636319, val_loss: 0.626206, val_binary_accuracy: 0.688243
{Epoch: 122} loss: 0.640420, binary_accuracy: 0.647720, val_loss: 0.625528, val_binary_accuracy: 0.686922
{Epoch: 123} loss: 0.644728, binary_accuracy: 0.644911, val_loss: 0.624970, val_binary_accuracy: 0.686922
{Epoch: 124} loss: 0.641760, binary_accuracy: 0.640945, val_loss: 0.624517, val_binary_accuracy: 0.687583
{Epoch: 125} loss: 0.642456, binary_accuracy: 0.640615, val_loss: 0.623992, val_binary_accuracy: 0.688904
{Epoch: 126} loss: 0.644073, binary_accuracy: 0.636649, val_loss: 0.623590, val_binary_accuracy: 0.689564
{Epoch: 127} loss: 0.641335, binary_accuracy: 0.644911, val_loss: 0.623051, val_binary_accuracy: 0.690225
{Epoch: 128} loss: 0.640554, binary_accuracy: 0.650859, val_loss: 0.622467, val_binary_accuracy: 0.690885
{Epoch: 129} loss: 0.642356, binary_accuracy: 0.639623, val_loss: 0.622134, val_binary_accuracy: 0.688904
{Epoch: 130} loss: 0.640994, binary_accuracy: 0.642102, val_loss: 0.621810, val_binary_accuracy: 0.689564
{Epoch: 131} loss: 0.639280, binary_accuracy: 0.645241, val_loss: 0.621635, val_binary_accuracy: 0.689564
{Epoch: 132} loss: 0.641890, binary_accuracy: 0.649042, val_loss: 0.621034, val_binary_accuracy: 0.688904
{Epoch: 133} loss: 0.638808, binary_accuracy: 0.646563, val_loss: 0.620609, val_binary_accuracy: 0.688904
{Epoch: 134} loss: 0.641108, binary_accuracy: 0.646563, val_loss: 0.620268, val_binary_accuracy: 0.690225
{Epoch: 135} loss: 0.642483, binary_accuracy: 0.645076, val_loss: 0.620042, val_binary_accuracy: 0.689564
{Epoch: 136} loss: 0.640826, binary_accuracy: 0.649207, val_loss: 0.619637, val_binary_accuracy: 0.690225
{Epoch: 137} loss: 0.641046, binary_accuracy: 0.643919, val_loss: 0.619365, val_binary_accuracy: 0.689564
{Epoch: 138} loss: 0.641265, binary_accuracy: 0.646728, val_loss: 0.619018, val_binary_accuracy: 0.690885
{Epoch: 139} loss: 0.640325, binary_accuracy: 0.651024, val_loss: 0.618735, val_binary_accuracy: 0.690225
{Epoch: 140} loss: 0.639791, binary_accuracy: 0.646894, val_loss: 0.618338, val_binary_accuracy: 0.686922
{Epoch: 141} loss: 0.636811, binary_accuracy: 0.648215, val_loss: 0.618036, val_binary_accuracy: 0.688243
{Epoch: 142} loss: 0.643607, binary_accuracy: 0.640615, val_loss: 0.618003, val_binary_accuracy: 0.688243
{Epoch: 143} loss: 0.637165, binary_accuracy: 0.648381, val_loss: 0.617609, val_binary_accuracy: 0.688904
{Epoch: 144} loss: 0.641147, binary_accuracy: 0.645406, val_loss: 0.617462, val_binary_accuracy: 0.688904
{Epoch: 145} loss: 0.637325, binary_accuracy: 0.650859, val_loss: 0.617313, val_binary_accuracy: 0.688904
{Epoch: 146} loss: 0.638902, binary_accuracy: 0.649703, val_loss: 0.617042, val_binary_accuracy: 0.688904
{Epoch: 147} loss: 0.636525, binary_accuracy: 0.655155, val_loss: 0.616664, val_binary_accuracy: 0.688243
{Epoch: 148} loss: 0.638739, binary_accuracy: 0.652016, val_loss: 0.616462, val_binary_accuracy: 0.687583
{Epoch: 149} loss: 0.644559, binary_accuracy: 0.644415, val_loss: 0.616554, val_binary_accuracy: 0.688243
{Epoch: 150} loss: 0.644124, binary_accuracy: 0.650364, val_loss: 0.616585, val_binary_accuracy: 0.689564
{Epoch: 151} loss: 0.636989, binary_accuracy: 0.649537, val_loss: 0.616140, val_binary_accuracy: 0.688243
{Epoch: 152} loss: 0.639760, binary_accuracy: 0.650364, val_loss: 0.616089, val_binary_accuracy: 0.688243
{Epoch: 153} loss: 0.637996, binary_accuracy: 0.649207, val_loss: 0.615755, val_binary_accuracy: 0.688243
{Epoch: 154} loss: 0.637567, binary_accuracy: 0.652512, val_loss: 0.615385, val_binary_accuracy: 0.688243
{Epoch: 155} loss: 0.639506, binary_accuracy: 0.653503, val_loss: 0.615269, val_binary_accuracy: 0.688243
{Epoch: 156} loss: 0.636367, binary_accuracy: 0.654990, val_loss: 0.614955, val_binary_accuracy: 0.687583
{Epoch: 157} loss: 0.633704, binary_accuracy: 0.662260, val_loss: 0.614597, val_binary_accuracy: 0.688243
{Epoch: 158} loss: 0.637908, binary_accuracy: 0.653338, val_loss: 0.614386, val_binary_accuracy: 0.688243
{Epoch: 159} loss: 0.637863, binary_accuracy: 0.655651, val_loss: 0.614235, val_binary_accuracy: 0.686922
{Epoch: 160} loss: 0.636650, binary_accuracy: 0.651520, val_loss: 0.614066, val_binary_accuracy: 0.687583
{Epoch: 161} loss: 0.635734, binary_accuracy: 0.658790, val_loss: 0.614015, val_binary_accuracy: 0.687583
{Epoch: 162} loss: 0.637461, binary_accuracy: 0.653999, val_loss: 0.613804, val_binary_accuracy: 0.687583
{Epoch: 163} loss: 0.638042, binary_accuracy: 0.651024, val_loss: 0.613469, val_binary_accuracy: 0.686262
{Epoch: 164} loss: 0.636098, binary_accuracy: 0.654825, val_loss: 0.613195, val_binary_accuracy: 0.686922
{Epoch: 165} loss: 0.637417, binary_accuracy: 0.653668, val_loss: 0.613067, val_binary_accuracy: 0.686922
{Epoch: 166} loss: 0.637002, binary_accuracy: 0.659782, val_loss: 0.612990, val_binary_accuracy: 0.687583
{Epoch: 167} loss: 0.636942, binary_accuracy: 0.649537, val_loss: 0.613028, val_binary_accuracy: 0.688243
{Epoch: 168} loss: 0.633949, binary_accuracy: 0.659286, val_loss: 0.612739, val_binary_accuracy: 0.688243
{Epoch: 169} loss: 0.635018, binary_accuracy: 0.656808, val_loss: 0.612594, val_binary_accuracy: 0.688243
{Epoch: 170} loss: 0.636221, binary_accuracy: 0.651685, val_loss: 0.612536, val_binary_accuracy: 0.688243
{Epoch: 171} loss: 0.636503, binary_accuracy: 0.648381, val_loss: 0.612478, val_binary_accuracy: 0.688904
{Epoch: 172} loss: 0.638677, binary_accuracy: 0.655155, val_loss: 0.612346, val_binary_accuracy: 0.687583
{Epoch: 173} loss: 0.637876, binary_accuracy: 0.661599, val_loss: 0.612041, val_binary_accuracy: 0.686922
{Epoch: 174} loss: 0.636509, binary_accuracy: 0.657634, val_loss: 0.612110, val_binary_accuracy: 0.686262
{Epoch: 175} loss: 0.637912, binary_accuracy: 0.653007, val_loss: 0.612064, val_binary_accuracy: 0.687583
{Epoch: 176} loss: 0.635459, binary_accuracy: 0.655651, val_loss: 0.612106, val_binary_accuracy: 0.687583
{Epoch: 177} loss: 0.634085, binary_accuracy: 0.659121, val_loss: 0.612041, val_binary_accuracy: 0.687583
{Epoch: 178} loss: 0.635806, binary_accuracy: 0.650859, val_loss: 0.611886, val_binary_accuracy: 0.687583
{Epoch: 179} loss: 0.639056, binary_accuracy: 0.652346, val_loss: 0.611761, val_binary_accuracy: 0.687583
{Epoch: 180} loss: 0.634859, binary_accuracy: 0.654494, val_loss: 0.611726, val_binary_accuracy: 0.687583
{Epoch: 181} loss: 0.633631, binary_accuracy: 0.657469, val_loss: 0.611576, val_binary_accuracy: 0.687583
{Epoch: 182} loss: 0.633809, binary_accuracy: 0.664574, val_loss: 0.611447, val_binary_accuracy: 0.687583
{Epoch: 183} loss: 0.637126, binary_accuracy: 0.658130, val_loss: 0.611223, val_binary_accuracy: 0.686262
{Epoch: 184} loss: 0.634147, binary_accuracy: 0.659286, val_loss: 0.611024, val_binary_accuracy: 0.686262
{Epoch: 185} loss: 0.628347, binary_accuracy: 0.659451, val_loss: 0.610676, val_binary_accuracy: 0.686262
{Epoch: 186} loss: 0.635875, binary_accuracy: 0.661269, val_loss: 0.610661, val_binary_accuracy: 0.686262
{Epoch: 187} loss: 0.628482, binary_accuracy: 0.661269, val_loss: 0.610570, val_binary_accuracy: 0.686262
{Epoch: 188} loss: 0.636592, binary_accuracy: 0.659121, val_loss: 0.610458, val_binary_accuracy: 0.686922
{Epoch: 189} loss: 0.635068, binary_accuracy: 0.661434, val_loss: 0.610426, val_binary_accuracy: 0.686922
{Epoch: 190} loss: 0.635837, binary_accuracy: 0.656477, val_loss: 0.610354, val_binary_accuracy: 0.686922
{Epoch: 191} loss: 0.638801, binary_accuracy: 0.656312, val_loss: 0.610426, val_binary_accuracy: 0.686922
{Epoch: 192} loss: 0.631762, binary_accuracy: 0.657964, val_loss: 0.610246, val_binary_accuracy: 0.687583
{Epoch: 193} loss: 0.635616, binary_accuracy: 0.656312, val_loss: 0.610123, val_binary_accuracy: 0.686922
{Epoch: 194} loss: 0.633838, binary_accuracy: 0.654990, val_loss: 0.609967, val_binary_accuracy: 0.686922
{Epoch: 195} loss: 0.632271, binary_accuracy: 0.662921, val_loss: 0.609896, val_binary_accuracy: 0.686922
{Epoch: 196} loss: 0.632723, binary_accuracy: 0.654990, val_loss: 0.609708, val_binary_accuracy: 0.686922
{Epoch: 197} loss: 0.634725, binary_accuracy: 0.657634, val_loss: 0.609582, val_binary_accuracy: 0.687583
{Epoch: 198} loss: 0.631741, binary_accuracy: 0.658625, val_loss: 0.609573, val_binary_accuracy: 0.687583
{Epoch: 199} loss: 0.640912, binary_accuracy: 0.653172, val_loss: 0.609683, val_binary_accuracy: 0.688904
{Epoch: 200} loss: 0.636094, binary_accuracy: 0.660939, val_loss: 0.609682, val_binary_accuracy: 0.688243
{Epoch: 201} loss: 0.631779, binary_accuracy: 0.654990, val_loss: 0.609485, val_binary_accuracy: 0.688243
{Epoch: 202} loss: 0.630407, binary_accuracy: 0.662756, val_loss: 0.609275, val_binary_accuracy: 0.688243
{Epoch: 203} loss: 0.635979, binary_accuracy: 0.664739, val_loss: 0.609211, val_binary_accuracy: 0.688243
{Epoch: 204} loss: 0.634972, binary_accuracy: 0.652512, val_loss: 0.609216, val_binary_accuracy: 0.688243
{Epoch: 205} loss: 0.636777, binary_accuracy: 0.653172, val_loss: 0.609219, val_binary_accuracy: 0.687583
{Epoch: 206} loss: 0.633431, binary_accuracy: 0.659947, val_loss: 0.609174, val_binary_accuracy: 0.688904
{Epoch: 207} loss: 0.636917, binary_accuracy: 0.657303, val_loss: 0.609024, val_binary_accuracy: 0.687583
{Epoch: 208} loss: 0.633997, binary_accuracy: 0.657469, val_loss: 0.608988, val_binary_accuracy: 0.688243
{Epoch: 209} loss: 0.633043, binary_accuracy: 0.660112, val_loss: 0.608884, val_binary_accuracy: 0.688904
{Epoch: 210} loss: 0.632477, binary_accuracy: 0.665896, val_loss: 0.608811, val_binary_accuracy: 0.688243
{Epoch: 211} loss: 0.630033, binary_accuracy: 0.656808, val_loss: 0.608583, val_binary_accuracy: 0.689564
{Epoch: 212} loss: 0.635803, binary_accuracy: 0.652512, val_loss: 0.608495, val_binary_accuracy: 0.689564
{Epoch: 213} loss: 0.634736, binary_accuracy: 0.656808, val_loss: 0.608424, val_binary_accuracy: 0.688243
{Epoch: 214} loss: 0.637342, binary_accuracy: 0.659286, val_loss: 0.608494, val_binary_accuracy: 0.688904
{Epoch: 215} loss: 0.636228, binary_accuracy: 0.653999, val_loss: 0.608555, val_binary_accuracy: 0.689564
{Epoch: 216} loss: 0.633734, binary_accuracy: 0.654164, val_loss: 0.608541, val_binary_accuracy: 0.689564
{Epoch: 217} loss: 0.632111, binary_accuracy: 0.657303, val_loss: 0.608321, val_binary_accuracy: 0.690225
{Epoch: 218} loss: 0.631278, binary_accuracy: 0.656973, val_loss: 0.608178, val_binary_accuracy: 0.689564
{Epoch: 219} loss: 0.630552, binary_accuracy: 0.659286, val_loss: 0.608025, val_binary_accuracy: 0.690225
{Epoch: 220} loss: 0.633056, binary_accuracy: 0.657799, val_loss: 0.608073, val_binary_accuracy: 0.690225
{Epoch: 221} loss: 0.635975, binary_accuracy: 0.660773, val_loss: 0.608224, val_binary_accuracy: 0.690225
{Epoch: 222} loss: 0.637374, binary_accuracy: 0.655486, val_loss: 0.608311, val_binary_accuracy: 0.690225
{Epoch: 223} loss: 0.635150, binary_accuracy: 0.653503, val_loss: 0.608229, val_binary_accuracy: 0.689564
{Epoch: 224} loss: 0.636210, binary_accuracy: 0.659782, val_loss: 0.608282, val_binary_accuracy: 0.691546
{Epoch: 225} loss: 0.633584, binary_accuracy: 0.660939, val_loss: 0.608303, val_binary_accuracy: 0.690885
{Epoch: 226} loss: 0.632568, binary_accuracy: 0.658130, val_loss: 0.608279, val_binary_accuracy: 0.690885
{Epoch: 227} loss: 0.630828, binary_accuracy: 0.662591, val_loss: 0.608135, val_binary_accuracy: 0.690225
{Epoch: 228} loss: 0.632052, binary_accuracy: 0.657138, val_loss: 0.608061, val_binary_accuracy: 0.690225
{Epoch: 229} loss: 0.635357, binary_accuracy: 0.658956, val_loss: 0.608158, val_binary_accuracy: 0.691546
{Epoch: 230} loss: 0.630749, binary_accuracy: 0.662260, val_loss: 0.607929, val_binary_accuracy: 0.691546
{Epoch: 231} loss: 0.632764, binary_accuracy: 0.660443, val_loss: 0.607905, val_binary_accuracy: 0.690885
{Epoch: 232} loss: 0.630476, binary_accuracy: 0.659121, val_loss: 0.607795, val_binary_accuracy: 0.691546
{Epoch: 233} loss: 0.629595, binary_accuracy: 0.660608, val_loss: 0.607594, val_binary_accuracy: 0.690885
{Epoch: 234} loss: 0.626683, binary_accuracy: 0.670522, val_loss: 0.607449, val_binary_accuracy: 0.690225
{Epoch: 235} loss: 0.633292, binary_accuracy: 0.654660, val_loss: 0.607234, val_binary_accuracy: 0.690225
