{Epoch: 0} loss: 0.684150, binary_accuracy: 0.600628, val_loss: 0.680188, val_binary_accuracy: 0.663144
{Epoch: 22} loss: 0.591457, binary_accuracy: 0.697786, val_loss: 0.594986, val_binary_accuracy: 0.694188
{Epoch: 23} loss: 0.590519, binary_accuracy: 0.696133, val_loss: 0.594236, val_binary_accuracy: 0.695509
{Epoch: 24} loss: 0.589789, binary_accuracy: 0.698447, val_loss: 0.593537, val_binary_accuracy: 0.697490
{Epoch: 25} loss: 0.588789, binary_accuracy: 0.699108, val_loss: 0.591886, val_binary_accuracy: 0.696169
{Epoch: 26} loss: 0.587820, binary_accuracy: 0.700595, val_loss: 0.590796, val_binary_accuracy: 0.698151
{Epoch: 27} loss: 0.586807, binary_accuracy: 0.699273, val_loss: 0.589484, val_binary_accuracy: 0.695509
{Epoch: 28} loss: 0.585900, binary_accuracy: 0.699273, val_loss: 0.588408, val_binary_accuracy: 0.696830
{Epoch: 29} loss: 0.584705, binary_accuracy: 0.700925, val_loss: 0.587044, val_binary_accuracy: 0.698151
{Epoch: 30} loss: 0.583633, binary_accuracy: 0.703073, val_loss: 0.586036, val_binary_accuracy: 0.700132
{Epoch: 31} loss: 0.582554, binary_accuracy: 0.702908, val_loss: 0.584189, val_binary_accuracy: 0.699472
{Epoch: 32} loss: 0.581064, binary_accuracy: 0.704065, val_loss: 0.582864, val_binary_accuracy: 0.700132
{Epoch: 33} loss: 0.579892, binary_accuracy: 0.704726, val_loss: 0.581768, val_binary_accuracy: 0.702774
{Epoch: 34} loss: 0.578612, binary_accuracy: 0.705882, val_loss: 0.580092, val_binary_accuracy: 0.702114
{Epoch: 35} loss: 0.576884, binary_accuracy: 0.707039, val_loss: 0.578446, val_binary_accuracy: 0.704095
{Epoch: 36} loss: 0.575249, binary_accuracy: 0.707865, val_loss: 0.576412, val_binary_accuracy: 0.703435
{Epoch: 37} loss: 0.573750, binary_accuracy: 0.709352, val_loss: 0.575725, val_binary_accuracy: 0.708719
{Epoch: 38} loss: 0.572512, binary_accuracy: 0.710839, val_loss: 0.573578, val_binary_accuracy: 0.705416
{Epoch: 39} loss: 0.570913, binary_accuracy: 0.710344, val_loss: 0.572244, val_binary_accuracy: 0.707398
{Epoch: 40} loss: 0.569343, binary_accuracy: 0.713483, val_loss: 0.569757, val_binary_accuracy: 0.708058
{Epoch: 41} loss: 0.568088, binary_accuracy: 0.712492, val_loss: 0.568282, val_binary_accuracy: 0.708719
{Epoch: 42} loss: 0.566407, binary_accuracy: 0.713814, val_loss: 0.566418, val_binary_accuracy: 0.709379
{Epoch: 43} loss: 0.564902, binary_accuracy: 0.714475, val_loss: 0.565077, val_binary_accuracy: 0.712021
{Epoch: 44} loss: 0.563121, binary_accuracy: 0.715466, val_loss: 0.562840, val_binary_accuracy: 0.710700
{Epoch: 45} loss: 0.561350, binary_accuracy: 0.716953, val_loss: 0.561223, val_binary_accuracy: 0.712682
{Epoch: 46} loss: 0.559891, binary_accuracy: 0.717779, val_loss: 0.559314, val_binary_accuracy: 0.712682
{Epoch: 47} loss: 0.558039, binary_accuracy: 0.716953, val_loss: 0.557186, val_binary_accuracy: 0.715324
{Epoch: 48} loss: 0.556434, binary_accuracy: 0.719762, val_loss: 0.555389, val_binary_accuracy: 0.717305
{Epoch: 49} loss: 0.554522, binary_accuracy: 0.720588, val_loss: 0.554212, val_binary_accuracy: 0.723250
{Epoch: 50} loss: 0.552940, binary_accuracy: 0.723067, val_loss: 0.551661, val_binary_accuracy: 0.719947
{Epoch: 51} loss: 0.551024, binary_accuracy: 0.724058, val_loss: 0.549911, val_binary_accuracy: 0.726552
{Epoch: 52} loss: 0.548989, binary_accuracy: 0.724719, val_loss: 0.547292, val_binary_accuracy: 0.717966
{Epoch: 53} loss: 0.547086, binary_accuracy: 0.726867, val_loss: 0.545754, val_binary_accuracy: 0.727213
{Epoch: 54} loss: 0.545300, binary_accuracy: 0.727032, val_loss: 0.543049, val_binary_accuracy: 0.721268
{Epoch: 55} loss: 0.543144, binary_accuracy: 0.730337, val_loss: 0.541371, val_binary_accuracy: 0.728534
{Epoch: 56} loss: 0.541200, binary_accuracy: 0.729676, val_loss: 0.538893, val_binary_accuracy: 0.730515
{Epoch: 57} loss: 0.539090, binary_accuracy: 0.730172, val_loss: 0.536970, val_binary_accuracy: 0.733818
{Epoch: 58} loss: 0.536882, binary_accuracy: 0.735790, val_loss: 0.534186, val_binary_accuracy: 0.730515
{Epoch: 59} loss: 0.534909, binary_accuracy: 0.736286, val_loss: 0.532175, val_binary_accuracy: 0.735799
{Epoch: 60} loss: 0.532585, binary_accuracy: 0.739921, val_loss: 0.529454, val_binary_accuracy: 0.735799
{Epoch: 61} loss: 0.530161, binary_accuracy: 0.740912, val_loss: 0.527183, val_binary_accuracy: 0.735799
{Epoch: 62} loss: 0.528024, binary_accuracy: 0.741573, val_loss: 0.524820, val_binary_accuracy: 0.744386
{Epoch: 63} loss: 0.525538, binary_accuracy: 0.744217, val_loss: 0.522115, val_binary_accuracy: 0.743725
{Epoch: 64} loss: 0.523459, binary_accuracy: 0.746695, val_loss: 0.519614, val_binary_accuracy: 0.748349
{Epoch: 65} loss: 0.520762, binary_accuracy: 0.749835, val_loss: 0.517131, val_binary_accuracy: 0.750330
{Epoch: 66} loss: 0.518129, binary_accuracy: 0.749670, val_loss: 0.515040, val_binary_accuracy: 0.754293
{Epoch: 67} loss: 0.515469, binary_accuracy: 0.752148, val_loss: 0.513280, val_binary_accuracy: 0.754954
{Epoch: 68} loss: 0.513056, binary_accuracy: 0.754957, val_loss: 0.509607, val_binary_accuracy: 0.756935
{Epoch: 69} loss: 0.510626, binary_accuracy: 0.757766, val_loss: 0.506233, val_binary_accuracy: 0.758917
{Epoch: 70} loss: 0.508148, binary_accuracy: 0.758592, val_loss: 0.503415, val_binary_accuracy: 0.762219
{Epoch: 71} loss: 0.504800, binary_accuracy: 0.762723, val_loss: 0.501006, val_binary_accuracy: 0.765522
{Epoch: 72} loss: 0.501836, binary_accuracy: 0.763880, val_loss: 0.498013, val_binary_accuracy: 0.768164
{Epoch: 73} loss: 0.498899, binary_accuracy: 0.768672, val_loss: 0.494423, val_binary_accuracy: 0.770806
{Epoch: 74} loss: 0.496223, binary_accuracy: 0.769167, val_loss: 0.491564, val_binary_accuracy: 0.772127
{Epoch: 75} loss: 0.493003, binary_accuracy: 0.770654, val_loss: 0.487928, val_binary_accuracy: 0.776090
{Epoch: 76} loss: 0.490327, binary_accuracy: 0.774455, val_loss: 0.486158, val_binary_accuracy: 0.776090
{Epoch: 77} loss: 0.487235, binary_accuracy: 0.774455, val_loss: 0.481915, val_binary_accuracy: 0.782034
{Epoch: 78} loss: 0.484272, binary_accuracy: 0.778916, val_loss: 0.478932, val_binary_accuracy: 0.783355
{Epoch: 79} loss: 0.481607, binary_accuracy: 0.782221, val_loss: 0.476231, val_binary_accuracy: 0.783355
{Epoch: 80} loss: 0.478233, binary_accuracy: 0.783047, val_loss: 0.472717, val_binary_accuracy: 0.787979
{Epoch: 81} loss: 0.475277, binary_accuracy: 0.785856, val_loss: 0.470783, val_binary_accuracy: 0.790621
{Epoch: 82} loss: 0.472371, binary_accuracy: 0.787343, val_loss: 0.466481, val_binary_accuracy: 0.791942
{Epoch: 83} loss: 0.469332, binary_accuracy: 0.791309, val_loss: 0.463740, val_binary_accuracy: 0.795905
{Epoch: 84} loss: 0.466202, binary_accuracy: 0.792631, val_loss: 0.460521, val_binary_accuracy: 0.796565
{Epoch: 85} loss: 0.463365, binary_accuracy: 0.796761, val_loss: 0.458007, val_binary_accuracy: 0.799868
{Epoch: 86} loss: 0.460303, binary_accuracy: 0.800397, val_loss: 0.454285, val_binary_accuracy: 0.802510
{Epoch: 87} loss: 0.456665, binary_accuracy: 0.806180, val_loss: 0.452709, val_binary_accuracy: 0.805152
{Epoch: 88} loss: 0.454385, binary_accuracy: 0.806510, val_loss: 0.448710, val_binary_accuracy: 0.809775
{Epoch: 89} loss: 0.450842, binary_accuracy: 0.807997, val_loss: 0.444706, val_binary_accuracy: 0.811096
{Epoch: 90} loss: 0.447837, binary_accuracy: 0.812128, val_loss: 0.441870, val_binary_accuracy: 0.813738
{Epoch: 91} loss: 0.444477, binary_accuracy: 0.812293, val_loss: 0.439380, val_binary_accuracy: 0.818362
{Epoch: 92} loss: 0.441668, binary_accuracy: 0.818242, val_loss: 0.435019, val_binary_accuracy: 0.825628
{Epoch: 93} loss: 0.438354, binary_accuracy: 0.818903, val_loss: 0.432387, val_binary_accuracy: 0.826288
{Epoch: 94} loss: 0.435007, binary_accuracy: 0.822208, val_loss: 0.428935, val_binary_accuracy: 0.833553
{Epoch: 95} loss: 0.432465, binary_accuracy: 0.829643, val_loss: 0.427741, val_binary_accuracy: 0.823646
{Epoch: 96} loss: 0.429222, binary_accuracy: 0.828982, val_loss: 0.423500, val_binary_accuracy: 0.832893
{Epoch: 97} loss: 0.426178, binary_accuracy: 0.832452, val_loss: 0.420200, val_binary_accuracy: 0.834214
{Epoch: 98} loss: 0.423276, binary_accuracy: 0.833609, val_loss: 0.417677, val_binary_accuracy: 0.834214
{Epoch: 99} loss: 0.420603, binary_accuracy: 0.838235, val_loss: 0.417929, val_binary_accuracy: 0.826288
{Epoch: 100} loss: 0.417824, binary_accuracy: 0.837740, val_loss: 0.411465, val_binary_accuracy: 0.838838
{Epoch: 101} loss: 0.414747, binary_accuracy: 0.840879, val_loss: 0.408022, val_binary_accuracy: 0.842140
{Epoch: 102} loss: 0.411568, binary_accuracy: 0.843192, val_loss: 0.404468, val_binary_accuracy: 0.850066
{Epoch: 103} loss: 0.408686, binary_accuracy: 0.844679, val_loss: 0.402328, val_binary_accuracy: 0.846764
{Epoch: 104} loss: 0.405858, binary_accuracy: 0.844845, val_loss: 0.398598, val_binary_accuracy: 0.860634
{Epoch: 105} loss: 0.403126, binary_accuracy: 0.847819, val_loss: 0.396223, val_binary_accuracy: 0.854690
{Epoch: 106} loss: 0.400445, binary_accuracy: 0.851950, val_loss: 0.392778, val_binary_accuracy: 0.860634
{Epoch: 107} loss: 0.397850, binary_accuracy: 0.853437, val_loss: 0.390306, val_binary_accuracy: 0.861955
{Epoch: 108} loss: 0.394676, binary_accuracy: 0.856081, val_loss: 0.387141, val_binary_accuracy: 0.864597
{Epoch: 109} loss: 0.391994, binary_accuracy: 0.856907, val_loss: 0.384950, val_binary_accuracy: 0.863276
{Epoch: 110} loss: 0.389330, binary_accuracy: 0.857898, val_loss: 0.381712, val_binary_accuracy: 0.867900
{Epoch: 111} loss: 0.386682, binary_accuracy: 0.860046, val_loss: 0.380201, val_binary_accuracy: 0.863276
{Epoch: 112} loss: 0.384072, binary_accuracy: 0.860707, val_loss: 0.376471, val_binary_accuracy: 0.869881
{Epoch: 113} loss: 0.382081, binary_accuracy: 0.862029, val_loss: 0.374598, val_binary_accuracy: 0.863276
{Epoch: 114} loss: 0.379255, binary_accuracy: 0.863020, val_loss: 0.371606, val_binary_accuracy: 0.874505
{Epoch: 115} loss: 0.376756, binary_accuracy: 0.864177, val_loss: 0.370046, val_binary_accuracy: 0.863276
{Epoch: 116} loss: 0.374337, binary_accuracy: 0.861203, val_loss: 0.367041, val_binary_accuracy: 0.868560
{Epoch: 117} loss: 0.372348, binary_accuracy: 0.864342, val_loss: 0.364546, val_binary_accuracy: 0.868560
{Epoch: 118} loss: 0.369545, binary_accuracy: 0.865499, val_loss: 0.366923, val_binary_accuracy: 0.852708
{Epoch: 119} loss: 0.367940, binary_accuracy: 0.863351, val_loss: 0.361270, val_binary_accuracy: 0.866579
{Epoch: 120} loss: 0.365179, binary_accuracy: 0.867317, val_loss: 0.357556, val_binary_accuracy: 0.871863
{Epoch: 121} loss: 0.362598, binary_accuracy: 0.866986, val_loss: 0.355048, val_binary_accuracy: 0.872523
{Epoch: 122} loss: 0.360962, binary_accuracy: 0.868969, val_loss: 0.353880, val_binary_accuracy: 0.869221
{Epoch: 123} loss: 0.358594, binary_accuracy: 0.867812, val_loss: 0.350178, val_binary_accuracy: 0.878468
{Epoch: 124} loss: 0.356108, binary_accuracy: 0.870621, val_loss: 0.348628, val_binary_accuracy: 0.886394
{Epoch: 125} loss: 0.354467, binary_accuracy: 0.872604, val_loss: 0.345866, val_binary_accuracy: 0.878468
{Epoch: 126} loss: 0.352292, binary_accuracy: 0.869465, val_loss: 0.343592, val_binary_accuracy: 0.882431
{Epoch: 127} loss: 0.350769, binary_accuracy: 0.867151, val_loss: 0.343967, val_binary_accuracy: 0.868560
{Epoch: 128} loss: 0.348100, binary_accuracy: 0.873430, val_loss: 0.339529, val_binary_accuracy: 0.882431
{Epoch: 129} loss: 0.345931, binary_accuracy: 0.872769, val_loss: 0.337457, val_binary_accuracy: 0.883091
{Epoch: 130} loss: 0.344354, binary_accuracy: 0.873761, val_loss: 0.336810, val_binary_accuracy: 0.875826
{Epoch: 131} loss: 0.342798, binary_accuracy: 0.873100, val_loss: 0.333482, val_binary_accuracy: 0.885073
{Epoch: 132} loss: 0.340552, binary_accuracy: 0.871943, val_loss: 0.332837, val_binary_accuracy: 0.877147
{Epoch: 133} loss: 0.338728, binary_accuracy: 0.873430, val_loss: 0.329745, val_binary_accuracy: 0.887715
{Epoch: 134} loss: 0.336941, binary_accuracy: 0.876239, val_loss: 0.327938, val_binary_accuracy: 0.890357
{Epoch: 135} loss: 0.335697, binary_accuracy: 0.875909, val_loss: 0.327517, val_binary_accuracy: 0.878468
{Epoch: 136} loss: 0.333773, binary_accuracy: 0.875413, val_loss: 0.324322, val_binary_accuracy: 0.887054
{Epoch: 137} loss: 0.331831, binary_accuracy: 0.875413, val_loss: 0.322555, val_binary_accuracy: 0.891017
{Epoch: 138} loss: 0.330123, binary_accuracy: 0.874917, val_loss: 0.320983, val_binary_accuracy: 0.885733
{Epoch: 139} loss: 0.329120, binary_accuracy: 0.876239, val_loss: 0.319267, val_binary_accuracy: 0.886394
{Epoch: 140} loss: 0.326772, binary_accuracy: 0.877396, val_loss: 0.317667, val_binary_accuracy: 0.885733
{Epoch: 141} loss: 0.325463, binary_accuracy: 0.875578, val_loss: 0.316345, val_binary_accuracy: 0.885073
{Epoch: 142} loss: 0.323818, binary_accuracy: 0.876900, val_loss: 0.314383, val_binary_accuracy: 0.887715
{Epoch: 143} loss: 0.322200, binary_accuracy: 0.878057, val_loss: 0.312729, val_binary_accuracy: 0.889036
{Epoch: 144} loss: 0.320357, binary_accuracy: 0.877726, val_loss: 0.312410, val_binary_accuracy: 0.898283
{Epoch: 145} loss: 0.319705, binary_accuracy: 0.875578, val_loss: 0.310001, val_binary_accuracy: 0.886394
{Epoch: 146} loss: 0.317659, binary_accuracy: 0.878883, val_loss: 0.308073, val_binary_accuracy: 0.898283
{Epoch: 147} loss: 0.316395, binary_accuracy: 0.879544, val_loss: 0.306419, val_binary_accuracy: 0.891678
{Epoch: 148} loss: 0.314823, binary_accuracy: 0.878387, val_loss: 0.305696, val_binary_accuracy: 0.887054
{Epoch: 149} loss: 0.313555, binary_accuracy: 0.879544, val_loss: 0.304128, val_binary_accuracy: 0.889036
{Epoch: 150} loss: 0.312240, binary_accuracy: 0.879379, val_loss: 0.302383, val_binary_accuracy: 0.891017
{Epoch: 151} loss: 0.311023, binary_accuracy: 0.880370, val_loss: 0.301002, val_binary_accuracy: 0.891678
{Epoch: 152} loss: 0.309744, binary_accuracy: 0.877065, val_loss: 0.299109, val_binary_accuracy: 0.893659
{Epoch: 153} loss: 0.308602, binary_accuracy: 0.881857, val_loss: 0.299170, val_binary_accuracy: 0.885073
{Epoch: 154} loss: 0.307156, binary_accuracy: 0.878718, val_loss: 0.296434, val_binary_accuracy: 0.897622
{Epoch: 155} loss: 0.305312, binary_accuracy: 0.880701, val_loss: 0.295430, val_binary_accuracy: 0.893659
{Epoch: 156} loss: 0.304044, binary_accuracy: 0.880535, val_loss: 0.294310, val_binary_accuracy: 0.893659
{Epoch: 157} loss: 0.303409, binary_accuracy: 0.883510, val_loss: 0.292995, val_binary_accuracy: 0.893659
{Epoch: 158} loss: 0.301968, binary_accuracy: 0.881692, val_loss: 0.292352, val_binary_accuracy: 0.889696
{Epoch: 159} loss: 0.300597, binary_accuracy: 0.881692, val_loss: 0.291720, val_binary_accuracy: 0.889036
{Epoch: 160} loss: 0.299722, binary_accuracy: 0.880535, val_loss: 0.289383, val_binary_accuracy: 0.894320
{Epoch: 161} loss: 0.298346, binary_accuracy: 0.882353, val_loss: 0.288870, val_binary_accuracy: 0.891017
{Epoch: 162} loss: 0.297107, binary_accuracy: 0.882518, val_loss: 0.287001, val_binary_accuracy: 0.894980
{Epoch: 163} loss: 0.296462, binary_accuracy: 0.882188, val_loss: 0.285890, val_binary_accuracy: 0.894320
{Epoch: 164} loss: 0.295049, binary_accuracy: 0.881857, val_loss: 0.284140, val_binary_accuracy: 0.894980
{Epoch: 165} loss: 0.293819, binary_accuracy: 0.883014, val_loss: 0.284340, val_binary_accuracy: 0.893659
{Epoch: 166} loss: 0.292940, binary_accuracy: 0.882188, val_loss: 0.281575, val_binary_accuracy: 0.899604
{Epoch: 167} loss: 0.292309, binary_accuracy: 0.882188, val_loss: 0.281635, val_binary_accuracy: 0.894980
{Epoch: 168} loss: 0.290888, binary_accuracy: 0.882518, val_loss: 0.279605, val_binary_accuracy: 0.895641
{Epoch: 169} loss: 0.289516, binary_accuracy: 0.884336, val_loss: 0.283351, val_binary_accuracy: 0.884412
{Epoch: 170} loss: 0.288744, binary_accuracy: 0.882188, val_loss: 0.279173, val_binary_accuracy: 0.892338
{Epoch: 171} loss: 0.287833, binary_accuracy: 0.883840, val_loss: 0.276423, val_binary_accuracy: 0.895641
{Epoch: 172} loss: 0.286833, binary_accuracy: 0.882683, val_loss: 0.276408, val_binary_accuracy: 0.896301
{Epoch: 173} loss: 0.285824, binary_accuracy: 0.883840, val_loss: 0.274150, val_binary_accuracy: 0.899604
{Epoch: 174} loss: 0.285599, binary_accuracy: 0.882683, val_loss: 0.273098, val_binary_accuracy: 0.899604
{Epoch: 175} loss: 0.285422, binary_accuracy: 0.882849, val_loss: 0.272120, val_binary_accuracy: 0.900264
{Epoch: 176} loss: 0.283050, binary_accuracy: 0.882849, val_loss: 0.271235, val_binary_accuracy: 0.900264
{Epoch: 177} loss: 0.282779, binary_accuracy: 0.883675, val_loss: 0.270423, val_binary_accuracy: 0.898283
{Epoch: 178} loss: 0.281436, binary_accuracy: 0.885658, val_loss: 0.269351, val_binary_accuracy: 0.900925
{Epoch: 179} loss: 0.280233, binary_accuracy: 0.885988, val_loss: 0.268431, val_binary_accuracy: 0.899604
{Epoch: 180} loss: 0.280067, binary_accuracy: 0.885988, val_loss: 0.267418, val_binary_accuracy: 0.900925
{Epoch: 181} loss: 0.278412, binary_accuracy: 0.886319, val_loss: 0.266827, val_binary_accuracy: 0.901585
{Epoch: 182} loss: 0.278118, binary_accuracy: 0.884336, val_loss: 0.268079, val_binary_accuracy: 0.895641
{Epoch: 183} loss: 0.277252, binary_accuracy: 0.884171, val_loss: 0.264894, val_binary_accuracy: 0.898943
{Epoch: 184} loss: 0.276234, binary_accuracy: 0.884501, val_loss: 0.264541, val_binary_accuracy: 0.899604
{Epoch: 185} loss: 0.275822, binary_accuracy: 0.886649, val_loss: 0.263004, val_binary_accuracy: 0.900925
{Epoch: 186} loss: 0.274532, binary_accuracy: 0.886153, val_loss: 0.263602, val_binary_accuracy: 0.895641
{Epoch: 187} loss: 0.274521, binary_accuracy: 0.885327, val_loss: 0.261891, val_binary_accuracy: 0.900264
{Epoch: 188} loss: 0.272914, binary_accuracy: 0.885658, val_loss: 0.260463, val_binary_accuracy: 0.901585
{Epoch: 189} loss: 0.272146, binary_accuracy: 0.886814, val_loss: 0.261196, val_binary_accuracy: 0.896962
{Epoch: 190} loss: 0.271878, binary_accuracy: 0.885988, val_loss: 0.259626, val_binary_accuracy: 0.899604
{Epoch: 191} loss: 0.270909, binary_accuracy: 0.887475, val_loss: 0.258065, val_binary_accuracy: 0.900264
{Epoch: 192} loss: 0.270195, binary_accuracy: 0.886319, val_loss: 0.257730, val_binary_accuracy: 0.900925
{Epoch: 193} loss: 0.270097, binary_accuracy: 0.886319, val_loss: 0.256927, val_binary_accuracy: 0.901585
{Epoch: 194} loss: 0.268998, binary_accuracy: 0.887806, val_loss: 0.255658, val_binary_accuracy: 0.900264
{Epoch: 195} loss: 0.267863, binary_accuracy: 0.887806, val_loss: 0.255353, val_binary_accuracy: 0.900925
{Epoch: 196} loss: 0.266800, binary_accuracy: 0.887806, val_loss: 0.256723, val_binary_accuracy: 0.895641
{Epoch: 197} loss: 0.266465, binary_accuracy: 0.885988, val_loss: 0.253873, val_binary_accuracy: 0.901585
{Epoch: 198} loss: 0.265594, binary_accuracy: 0.885658, val_loss: 0.253168, val_binary_accuracy: 0.900925
{Epoch: 199} loss: 0.265188, binary_accuracy: 0.885327, val_loss: 0.253062, val_binary_accuracy: 0.900925
{Epoch: 200} loss: 0.264266, binary_accuracy: 0.888632, val_loss: 0.251440, val_binary_accuracy: 0.901585
{Epoch: 201} loss: 0.263623, binary_accuracy: 0.889293, val_loss: 0.252082, val_binary_accuracy: 0.899604
{Epoch: 202} loss: 0.263336, binary_accuracy: 0.887806, val_loss: 0.251216, val_binary_accuracy: 0.900925
{Epoch: 203} loss: 0.262809, binary_accuracy: 0.888632, val_loss: 0.249897, val_binary_accuracy: 0.901585
{Epoch: 204} loss: 0.261908, binary_accuracy: 0.887640, val_loss: 0.248599, val_binary_accuracy: 0.902246
{Epoch: 205} loss: 0.261276, binary_accuracy: 0.888301, val_loss: 0.247910, val_binary_accuracy: 0.902906
{Epoch: 206} loss: 0.261274, binary_accuracy: 0.887310, val_loss: 0.248307, val_binary_accuracy: 0.901585
{Epoch: 207} loss: 0.260332, binary_accuracy: 0.888301, val_loss: 0.246842, val_binary_accuracy: 0.901585
{Epoch: 208} loss: 0.259215, binary_accuracy: 0.889623, val_loss: 0.245846, val_binary_accuracy: 0.902246
{Epoch: 209} loss: 0.259205, binary_accuracy: 0.887310, val_loss: 0.245183, val_binary_accuracy: 0.900925
{Epoch: 210} loss: 0.258444, binary_accuracy: 0.888797, val_loss: 0.244683, val_binary_accuracy: 0.900264
{Epoch: 211} loss: 0.257447, binary_accuracy: 0.889954, val_loss: 0.247594, val_binary_accuracy: 0.896962
{Epoch: 212} loss: 0.257267, binary_accuracy: 0.888136, val_loss: 0.243457, val_binary_accuracy: 0.901585
{Epoch: 213} loss: 0.256477, binary_accuracy: 0.891441, val_loss: 0.248071, val_binary_accuracy: 0.896962
{Epoch: 214} loss: 0.255958, binary_accuracy: 0.889458, val_loss: 0.242375, val_binary_accuracy: 0.902246
{Epoch: 215} loss: 0.255646, binary_accuracy: 0.890449, val_loss: 0.241584, val_binary_accuracy: 0.900925
{Epoch: 216} loss: 0.255181, binary_accuracy: 0.891276, val_loss: 0.241109, val_binary_accuracy: 0.900264
{Epoch: 217} loss: 0.254009, binary_accuracy: 0.890615, val_loss: 0.242274, val_binary_accuracy: 0.896962
{Epoch: 218} loss: 0.254234, binary_accuracy: 0.890449, val_loss: 0.241090, val_binary_accuracy: 0.898943
{Epoch: 219} loss: 0.253165, binary_accuracy: 0.892102, val_loss: 0.239793, val_binary_accuracy: 0.900264
{Epoch: 220} loss: 0.253781, binary_accuracy: 0.888962, val_loss: 0.239356, val_binary_accuracy: 0.902906
{Epoch: 221} loss: 0.252604, binary_accuracy: 0.889128, val_loss: 0.238299, val_binary_accuracy: 0.899604
{Epoch: 222} loss: 0.251650, binary_accuracy: 0.892102, val_loss: 0.238758, val_binary_accuracy: 0.899604
{Epoch: 223} loss: 0.251082, binary_accuracy: 0.891937, val_loss: 0.237482, val_binary_accuracy: 0.900925
{Epoch: 224} loss: 0.251668, binary_accuracy: 0.889623, val_loss: 0.237875, val_binary_accuracy: 0.905548
{Epoch: 225} loss: 0.250231, binary_accuracy: 0.889954, val_loss: 0.236475, val_binary_accuracy: 0.901585
{Epoch: 226} loss: 0.249996, binary_accuracy: 0.891110, val_loss: 0.235925, val_binary_accuracy: 0.901585
{Epoch: 227} loss: 0.249513, binary_accuracy: 0.891771, val_loss: 0.235341, val_binary_accuracy: 0.898943
{Epoch: 228} loss: 0.249363, binary_accuracy: 0.890449, val_loss: 0.234715, val_binary_accuracy: 0.900925
{Epoch: 229} loss: 0.248682, binary_accuracy: 0.891441, val_loss: 0.234267, val_binary_accuracy: 0.899604
{Epoch: 230} loss: 0.248441, binary_accuracy: 0.891937, val_loss: 0.234081, val_binary_accuracy: 0.899604
{Epoch: 231} loss: 0.247521, binary_accuracy: 0.890615, val_loss: 0.234519, val_binary_accuracy: 0.905548
{Epoch: 232} loss: 0.247510, binary_accuracy: 0.892432, val_loss: 0.235206, val_binary_accuracy: 0.899604
{Epoch: 233} loss: 0.246579, binary_accuracy: 0.891276, val_loss: 0.233991, val_binary_accuracy: 0.900925
{Epoch: 234} loss: 0.246857, binary_accuracy: 0.892267, val_loss: 0.232227, val_binary_accuracy: 0.899604
{Epoch: 235} loss: 0.245713, binary_accuracy: 0.892102, val_loss: 0.232495, val_binary_accuracy: 0.898283
